database,schema,table,column,data_type
WEB,dbo,dsVehicles,DCREATED,smalldatetime
WEB,dbo,dsVehicles,DDATE_IN,smalldatetime
WEB,dbo,dsVehicles,DDATE_REMO,smalldatetime
WEB,dbo,dsVehicles,DUPDATED,smalldatetime
WEB,dbo,dsVehicles,inServiceDate,smalldatetime
WEB,dbo,dsVehicles,lastInventoryDate,smalldatetime
WEB,dbo,dsVehicles,manufactureDate,smalldatetime
WEB,dbo,DSVIDEO,DSVCREATED,datetime
WEB,dbo,DSVIDEO,DSVUPDATED,datetime
WEB,dbo,DSVKEYERRORS,DSVCREATED,datetime
WEB,dbo,dx_ListingCount_Log,QueryDate,datetime
WEB,dbo,DX_LiveSyncManager,lsm_DateTime,datetime
WEB,dbo,eBizAutosData,ADDATEIN,smalldatetime
WEB,dbo,EDITIONS,EDPUBDATE,smalldatetime
WEB,dbo,ELMAH_Error,TimeUtc,datetime
WEB,dbo,EndeavorBilling201901,LiveDate,date
WEB,dbo,EndeavorBilling201901,rcd_EndDate,date
WEB,dbo,EndeavorBilling201901,rcl_EndDate,date
WEB,dbo,EndeavorInternetSales,slsrundate,datetime
WEB,dbo,event_capture,event_date,datetime
WEB,dbo,Feed2LiveLog,TimeStamp,datetime
WEB,dbo,FeedAdCount,facactivedate,datetime
WEB,dbo,FEEDADS,faCREATED,smalldatetime
WEB,dbo,feedads_transition,faCREATED,smalldatetime
WEB,dbo,FEEDDESTINATION,INSERTDATE,datetime
WEB,dbo,FEEDDESTINATION,MODIFYDATE,datetime
WEB,dbo,feeddestinations_removed,ffdatelive,datetime
WEB,dbo,FEEDEXTRAS,fxDateInStock,datetime
WEB,dbo,FEEDLOGS,flDATE,datetime
WEB,dbo,FeedManager,fmCreated,smalldatetime
WEB,dbo,feedmanagerlog,fmlDate,smalldatetime
WEB,dbo,FeedMultipleVIN,fmvtimestamp,datetime
WEB,dbo,GensystemDealers,created,smalldatetime
WEB,dbo,internetrecon_combine,max_slsrundate,datetime
WEB,dbo,internetrecon_combine,min_slsrundate,datetime
WEB,dbo,Inventory_Counts_crawler,inv_date,date
WEB,dbo,LeadQueue,lqCreated,smalldatetime
WEB,dbo,lookupCities,DATETIMESTAMP,datetime
WEB,dbo,ManualImport,importDate,datetime
WEB,dbo,MarineReportForMark,ffdateofevent,datetime
WEB,dbo,MarineReportForMark,min_ffdateofevent,datetime
WEB,dbo,MEMBERS,MEMCREATED,smalldatetime
WEB,dbo,MEMROLES_LOG,mrl_Modified,datetime
WEB,dbo,MissingAdvantageImages,DSMODIFIED,smalldatetime
WEB,dbo,ModifyEndeavor,date,datetime
WEB,dbo,MultiFeedOverwrite,CREATED,datetime
WEB,dbo,ONECLICK,MODIFIED,smalldatetime
WEB,dbo,PAYMENTS,PAYDATE,smalldatetime
WEB,dbo,ProofLock,PROOFTIME,datetime
WEB,dbo,Ratchet_Insert_Form_Log,ffDateEnd,datetime
WEB,dbo,Ratchet_Insert_Form_Log,ffDateOfEvent,datetime
WEB,dbo,Ratchet_Insert_Form_Log,ffDateSold,datetime
WEB,dbo,RatchetCheck,ffDateOfEvent,datetime
WEB,dbo,RatchetDeactivations,createddate,smalldatetime
WEB,dbo,RatchetFeedTracker,ffDateAggregatorContact,datetime
WEB,dbo,RatchetFeedTracker,ffDateAggregatorETAConnect,datetime
WEB,dbo,RatchetFeedTracker,ffDateEnd,datetime
WEB,dbo,RatchetFeedTracker,ffDateLive,datetime
WEB,dbo,RatchetFeedTracker,ffDateOfEvent,datetime
WEB,dbo,RatchetFeedTracker,ffDateOFLive,datetime
WEB,dbo,RatchetFeedTracker,ffDateOFReqSent,datetime
WEB,dbo,RatchetFeedTracker,ffDateSalesLiveQA,datetime
WEB,dbo,RatchetFeedTracker,ffDateSalesOFQA,datetime
WEB,dbo,RatchetFeedTracker,ffDateSold,datetime
WEB,dbo,RatchetFeedTracker,ffDateSubmitted,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateAggregatorContact,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateAggregatorETAConnect,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateLive,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateOfEvent,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateOFLive,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateOFReqSent,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateSalesLiveQA,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateSalesOFQA,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateSold,datetime
WEB,dbo,ratchetfeedtracker_bu,ffDateSubmitted,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateAggregatorContact,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateAggregatorETAConnect,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateEnd,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateLive,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateOfEvent,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateOFLive,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateOFReqSent,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateSalesLiveQA,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateSalesOFQA,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateSold,datetime
WEB,dbo,RatchetFeedTracker_Dupes,ffDateSubmitted,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateAggregatorContact,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateAggregatorETAConnect,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateLive,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateOfEvent,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateOFLive,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateOFReqSent,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateSalesLiveQA,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateSalesOFQA,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateSold,datetime
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,ffDateSubmitted,datetime
WEB,dbo,RatchetFormActive,ffaLastModified,datetime
WEB,dbo,RECEIPTS,RECDATE,datetime
WEB,dbo,REFUNDS,refDate,smalldatetime
WEB,dbo,SAVED,SAVDATE,datetime
WEB,dbo,SpectrumRollup,dlr_LiveDate,date
WEB,dbo,SpectrumRollup,rpt_Date,date
WEB,dbo,Story,StoryReleaseDate,datetime
WEB,dbo,SUBMIT,SUBMODIFIED,smalldatetime
WEB,dbo,Subscriptions,EndDate,datetime
WEB,dbo,Subscriptions,StartDate,datetime
WEB,dbo,TableChangeLog,connect_time,datetime
WEB,dbo,TableChangeLog,login_time,datetime
WEB,dbo,TableChangeLog,XChangeDate,datetime
WEB,dbo,Tables_Sizes,created,date
WEB,dbo,Tables_Sizes,modified,date
WEB,dbo,TMPiMoveDaleR_feedads,faCREATED,smalldatetime
WEB,dbo,TMPiMoveDaleR_RatchetClient,rcc_Created,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateAggregatorContact,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateAggregatorETAConnect,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateLive,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateOfEvent,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateOFLive,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateOFReqSent,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateSalesLiveQA,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateSalesOFQA,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateSold,datetime
WEB,dbo,TMPiMoveDaleR_RatchetFeedTracker,ffDateSubmitted,datetime
WEB,dbo,TPDLINFO,DSMODIFIED,smalldatetime
WEB,dbo,TPDLINFO,MEMCREATED,smalldatetime
WEB,dbo,TurboPLDCampaigns,End_Date,date
WEB,dbo,TurboPLDCampaigns,insertDate,datetime
WEB,dbo,TurboPLDCampaigns,Start_Date,date
WEB,dbo,TurboSnapshot,turbodate,datetime
WEB,dbo,TurboVerifyAccount,tvaDate,datetime
WEB,dbo,vw_StevenRatchetTrackerReport,ffDateLive,datetime
WEB,dbo,vw_StevenRatchetTrackerReport,ffdateofevent,datetime
WEB,dbo,vw_StevenRatchetTrackerReport,ffDateSubmitted,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_Acct,ffDateLive,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_Acct,ffdateofevent,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_Acct,ffDateSubmitted,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_All,ffDateLive,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_All,ffdateofevent,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_All,ffDateSubmitted,datetime
WEB,dbo,vw_StevenRatchetTrackerReport_LastReactivate,ffdateofevent,datetime
WEB,dbo,WebPackageAging_Combine,max_slsrundate,datetime
WEB,dbo,WebPackageAging_Combine,min_slsrundate,datetime
WEB,dbo,whoscalling_lingo,wcl_created,datetime
WEB,dbo,whoscallingcampaignlist_endeavorused,wc_DateChecked,datetime
WEB,dbo,WhosCalllingChangeRequestLog,wc_RequestDate,datetime
WEB,dbo,x__DEALERLOGIN,DLMODIFIED,datetime
WEB,dbo,x__DEALERSUBMIT,DSEXPIREDATE,datetime
WEB,dbo,x__DEALERSUBMIT,DSMODIFIED,smalldatetime
