date,rows
2022-09-23,43169
2022-09-24,42199
2022-09-25,44419
2022-09-26,38095
2022-09-27,36109
2022-09-28,37113
2022-09-29,33897
2022-09-30,33888
2022-10-01,41149
2022-10-02,42618
2022-10-03,42365
2022-10-04,41852
2022-10-05,39886
2022-10-06,43396
2022-10-07,40392
2022-10-08,40012
2022-10-09,41220
2022-10-10,40715
2022-10-11,40997
2022-10-12,41109
2022-10-13,41866
2022-10-14,35671
2022-10-15,40834
2022-10-16,47231
2022-10-17,45281
2022-10-18,44611
2022-10-19,45849
2022-10-20,43060
2022-10-21,41498
2022-10-22,41525
2022-10-23,42752
2022-10-24,41019
2022-10-25,37705
2022-10-26,35085
2022-10-27,33889
2022-10-28,31782
2022-10-29,29459
2022-10-30,30846
2022-10-31,27195
2022-11-01,34126
2022-11-02,38418
2022-11-03,39091
2022-11-04,40313
2022-11-05,38690
2022-11-06,42150
2022-11-07,41370
2022-11-08,42528
2022-11-09,44085
2022-11-10,42434
2022-11-11,41947
2022-11-12,41007
2022-11-13,42470
2022-11-14,44359
2022-11-15,45534
2022-11-16,42995
2022-11-17,43217
2022-11-18,40680
2022-11-19,42518
2022-11-20,46852
2022-11-21,44182
2022-11-22,42778
2022-11-23,40782
2022-11-24,41056
2022-11-25,41336
2022-11-26,42358
2022-11-27,43624
2022-11-28,34412
2022-11-29,28855
2022-11-30,28860
2022-12-01,30593
2022-12-02,42160
2022-12-03,42648
2022-12-04,45445
2022-12-05,42718
2022-12-06,45741
2022-12-07,43750
2022-12-08,44489
2022-12-09,44163
2022-12-10,46293
2022-12-11,45025
2022-12-12,45591
2022-12-13,45319
2022-12-14,46453
2022-12-15,46774
2022-12-16,49646
2022-12-17,50194
2022-12-18,50765
2022-12-19,49994
2022-12-20,50411
2022-12-21,49527
2022-12-22,47874
