database,schema,table,row_count,total_mb,used_mb
Megatron,dbo,zzz_dupevins,118,0.015625,0.015625
Megatron,dbo,PrintEditions,112,0.203125,0.203125
Megatron,dbo,Advertiser_Settings,111,0.140625,0.070312
Megatron,dbo,zzz_PetHack,111,0.023437,0.023437
Megatron,dbo,zzz_BestRideDealerStat,109,0.015625,0.015625
Megatron,dbo,DigitalOfficeRep,106,0.015625,0.015625
Megatron,dbo,obr_Flight_Info_V7_fl,106,0.351562,0.117187
Megatron,dbo,JobRunTime,105,0.070312,0.023437
Megatron,dbo,SQLInjectionCheck,102,0.070312,0.015625
Megatron,dbo,DealerGroups,101,0.039062,0.039062
Megatron,dbo,AccountSummary,100,0.015625,0.015625
Megatron,dbo,obr_LocalPerformance_V7,99,0.078125,0.023437
Megatron,dbo,CusRepMove,93,0.023437,0.023437
Megatron,dbo,zzz_PlatformAutoListings,93,0.015625,0.015625
Megatron,dbo,zzz_TimTest,93,0.070312,0.039062
Megatron,dbo,ResellerToDisplayPaymentPlan,92,0.015625,0.015625
Megatron,dbo,CampaignMetaData,91,0.140625,0.070312
Megatron,dbo,CraigslistAdvertisers_NewPostFix,91,0.015625,0.015625
Megatron,dbo,CraigslistSchedule,91,0.023437,0.023437
Megatron,dbo,CraigslistSubBucket,91,0.015625,0.015625
Megatron,dbo,zzz_RateOptionEditionTranslate,91,0.023437,0.023437
Megatron,dbo,zzz_SpectrumLocations,91,0.070312,0.023437
Megatron,dbo,MappedFields,87,0.078125,0.023437
Megatron,dbo,__AllAdEzCampaigns_NewCancel_Temp,86,0.070312,0.031250
Megatron,dbo,SmartAd_Choices,86,0.070312,0.015625
Megatron,dbo,zzz_CouponCategory,81,0.015625,0.015625
Megatron,dbo,obr_PackageMapping_V10,80,0.070312,0.015625
Megatron,dbo,obr_PackageMapping_V7,80,0.070312,0.015625
Megatron,dbo,zzz_URLRedirect,77,0.015625,0.015625
Megatron,dbo,ImageHashes,76,0.070312,0.046875
Megatron,dbo,zzz_LandingPage,76,0.078125,0.070312
Megatron,dbo,ResellerCompany,75,0.085937,0.039062
Megatron,dbo,zzz_PreDefinedImages,75,0.046875,0.046875
Megatron,dbo,DataFeedProvider,74,0.070312,0.015625
Megatron,dbo,zzz_PDFSearch,74,0.218750,0.218750
Megatron,dbo,_TMPDomains,73,0.015625,0.015625
Megatron,dbo,MAIAMarketplace,72,0.070312,0.015625
Megatron,dbo,zzz_parked_Domains,72,0.078125,0.078125
Megatron,dbo,CraigslistEmail,69,0.148437,0.132812
Megatron,dbo,zzz_RateRegionPrintEditionsDiscount,69,0.015625,0.015625
Megatron,dbo,zzz_WhosCallingCustomerIDs,68,0.015625,0.015625
Megatron,dbo,XMLDump,66,0.085937,0.039062
Megatron,dbo,zzz_PromoPrintPublications,66,0.015625,0.015625
Megatron,dbo,xmldump2,65,0.132812,0.023437
Megatron,dbo,State,64,0.015625,0.015625
Megatron,dbo,zzz_Coupon,64,0.031250,0.031250
Megatron,dbo,zzz_resellercompanyBK,63,0.132812,0.023437
Megatron,dbo,zzz_AttributeClassType,58,0.015625,0.015625
Megatron,dbo,_Pending_Feeds,57,0.617187,0.515625
Megatron,dbo,EmailSources,54,0.085937,0.039062
Megatron,dbo,zzz_ADPFeeds_CLEANUP,51,0.023437,0.023437
Megatron,dbo,target_reps,50,0.070312,0.015625
Megatron,dbo,zzz_ListingApprovedStuck,48,0.273437,0.085937
Megatron,dbo,MailTemplate,45,0.140625,0.101562
Megatron,dbo,FbLeadData,44,0.070312,0.015625
Megatron,dbo,ClientGroupAccount,41,0.070312,0.015625
Megatron,dbo,XferGroups,41,0.015625,0.015625
Megatron,dbo,ValidCharacter,40,0.015625,0.015625
Megatron,dbo,DBINFO,39,0.070312,0.015625
Megatron,dbo,DXListingToSUBMIT,39,0.023437,0.023437
Megatron,dbo,PrintPublicationsWordReplace,38,0.015625,0.015625
Megatron,dbo,zzz_ImageDupes,38,0.023437,0.023437
Megatron,dbo,PrintEditionsExtra,36,0.062500,0.062500
Megatron,dbo,PrintPublications,35,0.031250,0.031250
Megatron,dbo,zzz_DealerVault_Accounts,35,0.015625,0.015625
Megatron,dbo,Source,33,0.015625,0.015625
Megatron,dbo,vin_digit,33,0.015625,0.015625
Megatron,dbo,zzz_URLChange,33,0.015625,0.015625
Megatron,dbo,CityGridTopLevel,32,0.015625,0.015625
Megatron,dbo,PrintPublicationsPubDate,32,0.015625,0.015625
Megatron,dbo,zzz_ListingWallPost,32,0.101562,0.046875
Megatron,dbo,AccountSecurtyUsers,30,0.015625,0.015625
Megatron,dbo,zzz_MarketingNewsletter_ContactEmails,30,0.015625,0.015625
Megatron,dbo,zzz_CM_Pages,29,0.015625,0.015625
Megatron,dbo,ListingStatus,28,0.015625,0.015625
Megatron,dbo,zzz_ProofRejectReason,28,0.015625,0.015625
Megatron,dbo,zzz_PublicationLocations,28,0.023437,0.023437
Megatron,dbo,_PubClosestCenterZip,27,0.015625,0.015625
Megatron,dbo,zzz_SubscriptionSubmit,27,0.015625,0.015625
Megatron,dbo,PhyronDealers,26,0.070312,0.015625
Megatron,dbo,zzz_BannerCreative,26,0.015625,0.015625
Megatron,dbo,zzz_DealerVault_SL_TEMP,26,0.132812,0.078125
Megatron,dbo,AccountPreferenceOption,25,0.015625,0.015625
Megatron,dbo,zzz_PreDefinedSearches,25,0.031250,0.031250
Megatron,dbo,JobStatus,24,0.070312,0.015625
Megatron,dbo,VDPDashboard,24,0.070312,0.015625
Megatron,dbo,zzz_SponsoredGeoDistance,24,0.015625,0.015625
Megatron,dbo,zzz_parked_WhatsHot,23,0.015625,0.015625
Megatron,dbo,AccountMaster,22,0.015625,0.015625
Megatron,dbo,SourceOptions,22,0.015625,0.015625
Megatron,dbo,zzz_CodingTranslate,22,0.031250,0.031250
Megatron,dbo,zzz_DealerVaultData,22,0.054687,0.054687
Megatron,dbo,zzz_dealerVaultShort,22,0.015625,0.015625
Megatron,dbo,zzz_RateOption,21,0.015625,0.015625
Megatron,dbo,LocalCom,20,0.015625,0.015625
Megatron,dbo,zzz_ADPSubscriptionCost,20,0.015625,0.015625
Megatron,dbo,zzz_PromoRates,20,0.015625,0.015625
Megatron,dbo,FeedToPrintAttributes,18,0.015625,0.015625
Megatron,dbo,LeadQueueStatus,18,0.015625,0.015625
Megatron,dbo,RatchetDisplayClickPackage,18,0.015625,0.015625
Megatron,dbo,RatchetDisplayCreativeTemplate,18,0.015625,0.015625
Megatron,dbo,zzz_ADPLocalOffer,18,0.015625,0.015625
Megatron,dbo,vin_weight,17,0.015625,0.015625
Megatron,dbo,craigslistpostingsfromfile,16,0.015625,0.015625
Megatron,dbo,EmailScrubRejectReasons,16,0.015625,0.015625
Megatron,dbo,MultiFeedOverwrite,16,0.015625,0.015625
Megatron,dbo,zzz_ContactTraceTemp,16,0.015625,0.015625
Megatron,dbo,ADPSmartAdMapping,15,0.015625,0.015625
Megatron,dbo,BusinessType,15,0.015625,0.015625
Megatron,dbo,FacebookFluff,15,0.070312,0.015625
Megatron,dbo,LeadQueueTypes,15,0.015625,0.015625
Megatron,dbo,RatchetDisplaySize,15,0.015625,0.015625
Megatron,dbo,zzz__AlertsAssignee,15,0.015625,0.015625
Megatron,dbo,zzz_BannerType,15,0.085937,0.085937
Megatron,dbo,zzz_ResellerExpiringEmails,15,0.015625,0.015625
Megatron,dbo,CharterIDMapping_Temp,14,0.070312,0.015625
Megatron,dbo,emailobjectsto,14,0.015625,0.015625
Megatron,dbo,AccountRole,13,0.015625,0.015625
Megatron,dbo,Permission,13,0.070312,0.015625
Megatron,dbo,zzz_BannerType_jc,13,0.023437,0.023437
Megatron,dbo,zzz_BKUPSteps,13,0.015625,0.015625
Megatron,dbo,CharterCustomerDates,12,0.015625,0.015625
Megatron,dbo,CraigslistAttribute,12,0.015625,0.015625
Megatron,dbo,LeadsPivot,12,0.015625,0.015625
Megatron,dbo,PlatformExportFields,12,0.070312,0.015625
Megatron,dbo,RatchetFormTypes,12,0.015625,0.015625
Megatron,dbo,AccountImageConfig,11,0.070312,0.015625
Megatron,dbo,Class,11,0.015625,0.015625
Megatron,dbo,ClassType,11,0.015625,0.015625
Megatron,dbo,DigitalOffice,11,0.015625,0.015625
Megatron,dbo,GeoDistanceTypes,11,0.015625,0.015625
Megatron,dbo,PlatformExportConfiguration,11,0.070312,0.015625
Megatron,dbo,VINCheck,11,0.757812,0.101562
Megatron,dbo,zzz_AttributeMerge,11,0.015625,0.015625
Megatron,dbo,_FolderContentKeeper,10,0.148437,0.039062
Megatron,dbo,zzz_AccountSource133NotUsed,10,0.015625,0.015625
Megatron,dbo,zzz_CustomRecyclerLocation,10,0.015625,0.015625
Megatron,dbo,zzz_VivisimoChange,10,0.015625,0.015625
Megatron,dbo,EmailStatus,9,0.015625,0.015625
Megatron,dbo,fi_Account_Master,9,0.015625,0.015625
Megatron,dbo,InventoryFilter,9,0.070312,0.015625
Megatron,dbo,NCTDCategory,9,0.015625,0.015625
Megatron,dbo,zzz_AttributeType,9,0.015625,0.015625
Megatron,dbo,zzz_FraudFlags,9,0.015625,0.015625
Megatron,dbo,zzz_QAImages,9,0.015625,0.015625
Megatron,dbo,AccountCRM,8,0.015625,0.015625
Megatron,dbo,AccountSecurityGroups,8,0.015625,0.015625
Megatron,dbo,dx_EdTag,8,0.015625,0.015625
Megatron,dbo,LogFile,8,0.015625,0.015625
Megatron,dbo,PivotRawData,8,1.070312,0.140625
Megatron,dbo,RecyclerUTM,8,0.015625,0.015625
Megatron,dbo,zzz__ListingDuration,8,0.468750,0.093750
Megatron,dbo,zzz_BannerSize,8,0.015625,0.015625
Megatron,dbo,zzz_Options,8,0.015625,0.015625
Megatron,dbo,zzz_ProofQueue,8,0.015625,0.015625
Megatron,dbo,zzz_Rate,8,0.015625,0.015625
Megatron,dbo,zzz_SponsoredImage,8,0.015625,0.015625
Megatron,dbo,AccountSecurityReportGroup,7,0.015625,0.015625
Megatron,dbo,ClientGroup,7,0.070312,0.015625
Megatron,dbo,EmailFolders,7,0.015625,0.015625
Megatron,dbo,RatchetDisplayCreativeAlgorithm,7,0.015625,0.015625
Megatron,dbo,RatchetDisplayTargetClickCost,7,0.015625,0.015625
Megatron,dbo,ResellerReportSharing,7,0.015625,0.015625
Megatron,dbo,zzz_CMS_Content,7,0.015625,0.015625
Megatron,dbo,zzz_PromoCodesSource,7,0.015625,0.015625
Megatron,dbo,zzz_RatchetLocalOfferType,7,0.015625,0.015625
Megatron,dbo,_Job,6,0.015625,0.015625
Megatron,dbo,AccountAlerts,6,0.851562,0.531250
Megatron,dbo,AccountOverlay,6,0.070312,0.015625
Megatron,dbo,RatchetDisplayNetworkPlacement,6,0.015625,0.015625
Megatron,dbo,RatchetFeedPackage,6,0.015625,0.015625
Megatron,dbo,Rules,6,0.015625,0.015625
Megatron,dbo,zzz_CM_Type,6,0.015625,0.015625
Megatron,dbo,zzz_CMS_History,6,0.015625,0.015625
Megatron,dbo,AccountStatus,5,0.015625,0.015625
Megatron,dbo,FacebookCampaignFluff,5,0.070312,0.015625
Megatron,dbo,LeadDupeFind,5,0.023437,0.023437
Megatron,dbo,ListingPriceType,5,0.015625,0.015625
Megatron,dbo,MetaBusinessManagerStatuses,5,0.070312,0.015625
Megatron,dbo,obr_Dates_V10,5,0.070312,0.015625
Megatron,dbo,obr_Dates_V7,5,0.140625,0.085937
Megatron,dbo,SortedListing,5,0.015625,0.015625
Megatron,dbo,TMPiServices,5,0.015625,0.015625
Megatron,dbo,znfStatus,5,0.015625,0.015625
Megatron,dbo,zzz_AccountSavedQueryFrequency,5,0.015625,0.015625
Megatron,dbo,zzz_AutoStation_d5372751,5,0.023437,0.023437
Megatron,dbo,zzz_BannerLocation,5,0.015625,0.015625
Megatron,dbo,zzz_PromoCodes,5,0.015625,0.015625
Megatron,dbo,zzz_RateOptionGroupType,5,0.015625,0.015625
Megatron,dbo,zzz_RateOptionStatus,5,0.015625,0.015625
Megatron,dbo,zzz_UserAlert,5,0.140625,0.031250
Megatron,dbo,CharterIDMapping_Regions,4,0.015625,0.015625
Megatron,dbo,obr_PhoneLeads,4,0.070312,0.015625
Megatron,dbo,SmartAd_ChoiceDefaults,4,0.070312,0.015625
Megatron,dbo,zzz_CM_Status,4,0.015625,0.015625
Megatron,dbo,zzz_ListingPrintEditions_Combination,4,0.140625,0.039062
Megatron,dbo,zzz_PublicationRegion,4,0.015625,0.015625
Megatron,dbo,zzz_ReceiptStatus,4,0.015625,0.015625
Megatron,dbo,AccountDupeRemoveLog,3,0.273437,0.171875
Megatron,dbo,ListingUpsellStatus,3,0.015625,0.015625
Megatron,dbo,RatchetDisplayCreativeType,3,0.015625,0.015625
Megatron,dbo,RatchetDisplayPaymentPlan,3,0.015625,0.015625
Megatron,dbo,Salutation,3,0.015625,0.015625
Megatron,dbo,zzz__AlertsNoteType,3,0.015625,0.015625
Megatron,dbo,zzz_BannerState,3,0.015625,0.015625
Megatron,dbo,zzz_CampaignMonitor_Client,3,0.015625,0.015625
Megatron,dbo,zzz_DealerVault_SV_APPT_TEMP,3,0.070312,0.015625
Megatron,dbo,zzz_DynamicInventoryColorScheme,3,0.015625,0.015625
Megatron,dbo,zzz_FlagReason,3,0.015625,0.015625
Megatron,dbo,zzz_O365_Accounts,3,0.015625,0.015625
Megatron,dbo,zzz_Parked_ContentTypes,3,0.015625,0.015625
Megatron,dbo,zzz_PDFTypes,3,0.015625,0.015625
Megatron,dbo,zzz_PromoStatus,3,0.015625,0.015625
Megatron,dbo,zzz_RatchetLocalDisplayStatus,3,0.015625,0.015625
Megatron,dbo,zzz_RateOptionGroup,3,0.015625,0.015625
Megatron,dbo,zzz_RefundType,3,0.015625,0.015625
Megatron,dbo,zzz_ResellerSecurity,3,0.015625,0.015625
Megatron,dbo,AccountImageOverlays,2,0.070312,0.015625
Megatron,dbo,CoreLog,2,0.070312,0.015625
Megatron,dbo,EmailType,2,0.015625,0.015625
Megatron,dbo,GoogleAnalyticsMapping,2,0.070312,0.015625
Megatron,dbo,LogType,2,0.015625,0.015625
Megatron,dbo,RatchetDisplayPackages,2,0.015625,0.015625
Megatron,dbo,RatchetDisplayTarget,2,0.015625,0.015625
Megatron,dbo,ResellerCompanyType,2,0.015625,0.015625
Megatron,dbo,SortedPosting,2,0.015625,0.015625
Megatron,dbo,sysdiagrams,2,0.132812,0.132812
Megatron,dbo,TwilioNumbers,2,0.070312,0.015625
Megatron,dbo,zzz_AccountPhoneFix,2,0.140625,0.031250
Megatron,dbo,zzz_CampaignMonitor_List,2,0.015625,0.015625
Megatron,dbo,zzz_CMS_Type,2,0.015625,0.015625
Megatron,dbo,zzz_HealthCheckType,2,0.015625,0.015625
Megatron,dbo,zzz_Parked_SiteTypes,2,0.015625,0.015625
Megatron,dbo,zzz_PromoType,2,0.015625,0.015625
Megatron,dbo,_FolderContentManager,1,0.015625,0.015625
Megatron,dbo,CRM,1,0.015625,0.015625
Megatron,dbo,ImportFile,1,1.640625,1.546875
Megatron,dbo,MetaAdCreationWebhookRuleJson,1,0.070312,0.015625
Megatron,dbo,obf_Chrome,1,0.078125,0.078125
Megatron,dbo,obr_Dates_v6,1,0.070312,0.015625
Megatron,dbo,OLMDestinations,1,0.015625,0.015625
Megatron,dbo,VIN_Existing,1,0.093750,0.039062
Megatron,dbo,zzz_APIKeys,1,0.015625,0.015625
Megatron,dbo,zzz_BKUPSettings,1,0.015625,0.015625
Megatron,dbo,zzz_CM_Templates,1,0.015625,0.015625
Megatron,dbo,zzz_CMS_Location,1,0.015625,0.015625
Megatron,dbo,zzz_RefundModifyNoteLog,1,0.015625,0.015625
Megatron,dbo,zzz_TurboProgram,1,0.015625,0.015625
Megatron,dbo,zzz_VastExploratory,1,0.023437,0.023437
Megatron,dbo,zzz_VoterType,1,0.015625,0.015625
Megatron,dbo,_Accounts_from_Advantage,0,0.000000,0.000000
Megatron,dbo,_Accounts_from_Endeavor,0,0.203125,0.148437
Megatron,dbo,_DXLIVEFIX_Rows,0,0.000000,0.000000
Megatron,dbo,_OutboundMasterHomes,0,1.140625,0.156250
Megatron,dbo,_OutboundMasterJobs,0,0.000000,0.000000
Megatron,dbo,_TempMake,0,0.000000,0.000000
Megatron,dbo,_TempMakeSynonym,0,0.000000,0.000000
Megatron,dbo,_TempModels,0,0.000000,0.000000
Megatron,dbo,_TempPrintCount,0,0.000000,0.000000
Megatron,dbo,AccountCanvasImageOverlays,0,0.000000,0.000000
Megatron,dbo,AccountNotes,0,0.023437,0.023437
Megatron,dbo,AccountOverwrite,0,0.000000,0.000000
Megatron,dbo,AccountSecurityOptions_Log,0,0.109375,0.054687
Megatron,dbo,AccountVerifiedLog,0,0.054687,0.054687
Megatron,dbo,AdEzMegatronMismatch,0,0.000000,0.000000
Megatron,dbo,ADPPackages,0,0.000000,0.000000
Megatron,dbo,AgentEventContract,0,0.000000,0.000000
Megatron,dbo,AiAgent,0,0.000000,0.000000
Megatron,dbo,BADLEADS,0,0.000000,0.000000
Megatron,dbo,cardata,0,0.000000,0.000000
Megatron,dbo,CarFaxData,0,0.351562,0.242187
Megatron,dbo,ClientFeedSetting,0,0.132812,0.023437
Megatron,dbo,ClientId_Mapping,0,0.000000,0.000000
Megatron,dbo,ClientIdMapping,0,0.000000,0.000000
Megatron,dbo,dx_AccountRep,0,0.000000,0.000000
Megatron,dbo,dx_images,0,0.000000,0.000000
Megatron,dbo,dx_listings,0,0.000000,0.000000
Megatron,dbo,dx_listings_list,0,0.000000,0.000000
Megatron,dbo,dx_livesyncmanager_del,0,0.000000,0.000000
Megatron,dbo,dx_options,0,0.000000,0.000000
Megatron,dbo,DXAccountSyncManager,0,0.000000,0.000000
Megatron,dbo,DXLiveListingImageID,0,0.000000,0.000000
Megatron,dbo,DXLiveListingOptionID,0,0.000000,0.000000
Megatron,dbo,DXLiveSyncManager,0,0.000000,0.000000
Megatron,dbo,EventTypeCatalog,0,0.000000,0.000000
Megatron,dbo,EveryAuto_Unprocessed,0,0.000000,0.000000
Megatron,dbo,FeedToPrintListings,0,0.054687,0.054687
Megatron,dbo,GeoDistanceLog,0,0.000000,0.000000
Megatron,dbo,GeoDistanceSynonyms,0,0.000000,0.000000
Megatron,dbo,GoogleAdAccountStatus,0,0.000000,0.000000
Megatron,dbo,IntMaxes,0,0.000000,0.000000
Megatron,dbo,InvalidDomains,0,0.210937,0.210937
Megatron,dbo,InventoryFilterAdvanced,0,0.070312,0.015625
Megatron,dbo,InventoryRules,0,0.000000,0.000000
Megatron,dbo,InventorySource,0,0.000000,0.000000
Megatron,dbo,InventorySourceType,0,0.000000,0.000000
Megatron,dbo,LeadGenLogs,0,0.000000,0.000000
Megatron,dbo,LeadHistory,0,0.015625,0.015625
Megatron,dbo,LeadinMismatch,0,0.093750,0.093750
Megatron,dbo,LeadVerify,0,0.007812,0.007812
Megatron,dbo,ListingAssetsDownload,0,0.000000,0.000000
Megatron,dbo,ListingCIM,0,0.000000,0.000000
Megatron,dbo,ListingLog,0,0.132812,0.023437
Megatron,dbo,ListingPurge,0,0.000000,0.000000
Megatron,dbo,ListingStatusLog,0,0.132812,0.023437
Megatron,dbo,MailTemplateBySource,0,0.000000,0.000000
Megatron,dbo,MetaAdCreationWebhookLogs,0,0.000000,0.000000
Megatron,dbo,MetaBusinessManagers,0,0.000000,0.000000
Megatron,dbo,MissingFeedExtras,0,0.078125,0.023437
Megatron,dbo,NewIPBlocks,0,0.000000,0.000000
Megatron,dbo,NewZipCodes,0,0.007812,0.007812
Megatron,dbo,obr_CreativeImages_V6,0,0.000000,0.000000
Megatron,dbo,obr_DisplayClicks_V6,0,0.000000,0.000000
Megatron,dbo,obr_DisplayGeoClicks,0,0.000000,0.000000
Megatron,dbo,obr_DisplayGeoClicks_V6,0,0.000000,0.000000
Megatron,dbo,obr_EmailLeads,0,0.000000,0.000000
Megatron,dbo,obr_EmailLeads_V6,0,0.000000,0.000000
Megatron,dbo,obr_HiLoPerformance,0,0.070312,0.015625
Megatron,dbo,obr_Leads,0,0.000000,0.000000
Megatron,dbo,obr_LocalPerformance,0,0.000000,0.000000
Megatron,dbo,obr_LocalPerformance_V6,0,0.000000,0.000000
Megatron,dbo,obr_NetworkPerformance_Totals_V6,0,0.000000,0.000000
Megatron,dbo,obr_NetworkPerformance_V6,0,0.000000,0.000000
Megatron,dbo,obr_PhoneLeads_V6,0,0.000000,0.000000
Megatron,dbo,obr_PowerListingPerformance_V6,0,0.000000,0.000000
Megatron,dbo,obr_SearchDetailPerformance,0,0.000000,0.000000
Megatron,dbo,obr_SearchDetailPerformance_V6,0,0.000000,0.000000
Megatron,dbo,obr_VehiclePerformance_V6,0,0.000000,0.000000
Megatron,dbo,PhoneFix,0,0.000000,0.000000
Megatron,dbo,PrintTranslateImport,0,0.000000,0.000000
Megatron,dbo,ProductConfig,0,0.000000,0.000000
Megatron,dbo,RatchetChanges,0,0.000000,0.000000
Megatron,dbo,RatchetClient,0,0.000000,0.000000
Megatron,dbo,RatchetDisplay,0,0.000000,0.000000
Megatron,dbo,RatchetDisplay_post_Mini_Log,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayCreative,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayGeo,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayIsLiveExpired,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayIsLiveFix,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayMigration,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayNationWideBackup,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayStates,0,0.000000,0.000000
Megatron,dbo,RatchetDisplayZipCodes,0,0.000000,0.000000
Megatron,dbo,RatchetFeeds,0,0.000000,0.000000
Megatron,dbo,ReportGeneratorLogs,0,0.000000,0.000000
Megatron,dbo,ResllerAccountCompany,0,0.000000,0.000000
Megatron,dbo,smartadcheck_joined,0,1.070312,0.140625
Megatron,dbo,SmartPowerNotes,0,0.000000,0.000000
Megatron,dbo,SubscriptionListing,0,83.421875,64.546875
Megatron,dbo,Temp_FeedListingProperty,0,0.007812,0.007812
Megatron,dbo,Temp_FeedListings,0,0.078125,0.023437
Megatron,dbo,Temp_FeedListings_Keepers,0,0.078125,0.023437
Megatron,dbo,TempDMA,0,0.000000,0.000000
Megatron,dbo,UserAlert,0,0.000000,0.000000
Megatron,dbo,VDPdomain_Mismatch,0,0.000000,0.000000
Megatron,dbo,ViewHistory,0,0.015625,0.015625
Megatron,dbo,VINDecode_Results,0,0.000000,0.000000
Megatron,dbo,WebCrawlerImport,0,0.070312,0.015625
Megatron,dbo,WebCrawlerTemp,0,0.132812,0.023437
Megatron,dbo,XMLImportFile,0,0.000000,0.000000
Megatron,dbo,zipxml,0,0.000000,0.000000
Megatron,dbo,zzz__AutoHomePageShowcase,0,0.000000,0.000000
Megatron,dbo,zzz__SilverPop,0,0.000000,0.000000
Megatron,dbo,zzz__SilverPopAccounts,0,0.000000,0.000000
Megatron,dbo,zzz__SlvrP_temp,0,0.000000,0.000000
Megatron,dbo,zzz__Steven_Activates_Report,0,0.007812,0.007812
Megatron,dbo,zzz__TempAutoApprove,0,0.000000,0.000000
Megatron,dbo,zzz__WCLastLead,0,0.007812,0.007812
Megatron,dbo,zzz_AccountBackground,0,0.000000,0.000000
Megatron,dbo,zzz_AccountCreditCard,0,0.312500,0.210937
Megatron,dbo,zzz_AccountSavedQueryEmailLog,0,0.187500,0.132812
Megatron,dbo,zzz_AccountStatusLog,0,0.132812,0.132812
Megatron,dbo,zzz_ADPLocalDisplayStatus,0,0.000000,0.000000
Megatron,dbo,zzz_ADPLocalOfferType,0,0.000000,0.000000
Megatron,dbo,zzz_ADPLocalProfileImages,0,0.000000,0.000000
Megatron,dbo,zzz_ADPLocalStartEnd_v2,0,0.000000,0.000000
Megatron,dbo,zzz_allvincreated,0,0.007812,0.007812
Megatron,dbo,zzz_AlreadyPulled,0,0.007812,0.007812
Megatron,dbo,zzz_APILogs,0,0.000000,0.000000
Megatron,dbo,zzz_attrep_truncation_safeguard,0,0.000000,0.000000
Megatron,dbo,zzz_AutomotiveExploratory,0,0.015625,0.015625
Megatron,dbo,zzz_BannerAlertLog,0,0.000000,0.000000
Megatron,dbo,zzz_BannerImageLog,0,0.015625,0.015625
Megatron,dbo,zzz_BannerLog,0,0.085937,0.031250
Megatron,dbo,zzz_BestRideVinStat,0,0.015625,0.015625
Megatron,dbo,zzz_BKUPLog,0,0.031250,0.031250
Megatron,dbo,zzz_BorisOnlyChromeData,0,0.000000,0.000000
Megatron,dbo,zzz_BubbaListings,0,0.000000,0.000000
Megatron,dbo,zzz_Captcha,0,0.031250,0.031250
Megatron,dbo,zzz_cgResultsBU,0,0.007812,0.007812
Megatron,dbo,zzz_CM_Images,0,0.000000,0.000000
Megatron,dbo,zzz_DealerVault_Matched,0,1.078125,0.148437
Megatron,dbo,zzz_FRAUDIPINFO,0,0.015625,0.015625
Megatron,dbo,zzz_getRecruiterDrivers,0,0.000000,0.000000
Megatron,dbo,zzz_GrouponSubClass,0,0.000000,0.000000
Megatron,dbo,zzz_HealthCheck,0,0.148437,0.093750
Megatron,dbo,zzz_HISTORY_BANNER,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERCREATIVE,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERGEODISTANCE,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERKEYWORD,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERLOCATIONSELECTED,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERSUBCLASS,0,0.000000,0.000000
Megatron,dbo,zzz_HISTORY_BANNERZIPCODE,0,0.000000,0.000000
Megatron,dbo,zzz_HondaofAventura,0,0.000000,0.000000
Megatron,dbo,zzz_JSListings,0,0.000000,0.000000
Megatron,dbo,zzz_JuneLeadScrum,0,0.023437,0.023437
Megatron,dbo,zzz_KPI_EndeavorEmployees,0,0.007812,0.007812
Megatron,dbo,zzz_kpi_EndeavorSales,0,0.015625,0.015625
Megatron,dbo,zzz_ListingPrintLog,0,0.343750,0.242187
Megatron,dbo,zzz_ListingRateRegionBackup,0,0.195312,0.195312
Megatron,dbo,zzz_ListingsWithVIN,0,0.000000,0.000000
Megatron,dbo,zzz_ListingVehicleNew,0,0.015625,0.015625
Megatron,dbo,zzz_ListingWeeksLog,0,0.343750,0.242187
Megatron,dbo,zzz_OodleCategories,0,0.000000,0.000000
Megatron,dbo,zzz_PagingBinning,0,0.000000,0.000000
Megatron,dbo,zzz_PDFGenerated,0,0.000000,0.000000
Megatron,dbo,zzz_PetRecommendations,0,0.000000,0.000000
Megatron,dbo,zzz_PLETracker,0,0.203125,0.039062
Megatron,dbo,zzz_ProgressusPull,0,0.000000,0.000000
Megatron,dbo,zzz_ProofLock,0,0.023437,0.023437
Megatron,dbo,zzz_PurgeList,0,0.000000,0.000000
Megatron,dbo,zzz_Query,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetFulfillmentLog,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocal,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalBusinessHours,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalCategories,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalIsLiveExpired,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalIsLiveFix,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalMigration,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalOffer,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalProfileImages,0,0.000000,0.000000
Megatron,dbo,zzz_RatchetLocalStartEnd_v2,0,0.000000,0.000000
