date,rows
2024-02-19,11159
2024-02-20,11443
2024-02-21,11479
2024-02-22,11181
2024-02-23,10020
2024-02-24,10404
2024-02-25,11119
2024-02-26,10157
2024-02-27,9453
2024-02-28,8575
2024-02-29,7959
2024-03-01,7095
2024-03-02,7864
2024-03-03,8881
2024-03-04,7707
2024-03-05,7488
2024-03-06,7749
2024-03-07,7795
2024-03-08,7519
2024-03-09,9180
2024-03-10,8978
2024-03-11,8501
2024-03-12,8479
2024-03-13,8083
2024-03-14,8259
2024-03-15,7865
2024-03-16,8241
2024-03-17,8567
2024-03-18,8487
2024-03-19,8966
2024-03-20,9198
2024-03-21,9067
2024-03-22,9829
2024-03-23,10579
2024-03-24,11561
2024-03-25,10647
2024-03-26,8798
2024-03-27,9241
2024-03-28,7473
2024-03-29,6851
2024-03-30,6360
2024-03-31,6568
2024-04-01,8239
2024-04-02,10662
2024-04-03,9990
2024-04-04,10071
2024-04-05,9311
2024-04-06,10142
2024-04-07,10329
2024-04-08,9828
2024-04-09,10501
2024-04-10,10494
2024-04-11,10562
2024-04-12,10613
2024-04-13,10042
2024-04-14,10254
2024-04-15,10370
2024-04-16,9328
2024-04-17,9770
2024-04-18,9080
2024-04-19,10640
2024-04-20,10404
2024-04-21,11602
2024-04-22,9684
2024-04-23,9441
2024-04-24,8944
2024-04-25,9235
2024-04-26,8983
2024-04-27,9022
2024-04-28,10110
2024-04-29,8711
2024-04-30,7617
2024-05-01,7880
2024-05-02,8601
2024-05-03,9219
2024-05-04,9436
2024-05-05,9555
2024-05-06,8859
2024-05-07,9080
2024-05-08,8580
2024-05-09,8550
2024-05-10,6907
2024-05-11,11585
2024-05-12,11577
2024-05-13,11561
2024-05-14,10684
2024-05-15,10308
2024-05-16,10110
2024-05-17,10514
2024-05-18,10131
2024-05-19,10551
2024-05-20,9793
2024-05-21,10120
2024-05-22,9753
2024-05-23,10126
2024-05-24,9338
2024-05-25,9551
2024-05-26,11298
2024-05-27,11711
2024-05-28,11028
2024-05-29,10128
2024-05-30,9218
2024-05-31,9323
2024-06-01,10724
2024-06-02,10612
2024-06-03,10000
2024-06-04,10392
2024-06-05,10827
2024-06-06,10368
2024-06-07,8771
2024-06-08,10152
2024-06-09,10949
2024-06-10,10505
2024-06-11,10446
2024-06-12,10373
2024-06-13,9428
2024-06-14,9105
2024-06-15,8238
2024-06-16,9551
2024-06-17,9363
